Nombre,Precio,Valoracion,Tienda,Fecha,componente,Match,Nombre_Ref,ID,brand_name,items_Decribtion,ratings,prices,Category,P_Ref,Diferencia
EVGA GeForce RTX 3070 FTW3 ULTRA GAMING LHR 8GB GDDR6,669.8,,PcComponentes,2026-04-17,tarjetas-graficas,"('EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card, OVERCLOCKED, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 08G-P4-3377-KR, 8GB 15.5 GHz GDDR6', 91)","EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card, OVERCLOCKED, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 08G-P4-3377-KR, 8GB 15.5 GHz GDDR6",52,GIGABYTE,"EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card, OVERCLOCKED, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 08G-P4-3377-KR, 8GB 15.5 GHz GDDR6",(3),"2,040.99",gpu,2040.99,1371.19
EVGA GeForce RTX 3070 Ti FTW3 ULTRA GAMING 8GB GDDR6X,942.15,,PcComponentes,2026-04-17,tarjetas-graficas,"('EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card, OVERCLOCKED, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 08G-P4-3377-KR, 8GB 15.5 GHz GDDR6', 84)","EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card, OVERCLOCKED, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 08G-P4-3377-KR, 8GB 15.5 GHz GDDR6",52,GIGABYTE,"EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+ Video Card, OVERCLOCKED, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 08G-P4-3377-KR, 8GB 15.5 GHz GDDR6",(3),"2,040.99",gpu,2040.99,1098.84
EVGA GeForce RTX 3080 Ti FTW3 ULTRA HYBRID GAMING 12GB GDDR6X,692.8,"4,8/5",PcComponentes,2026-04-17,tarjetas-graficas,"('EVGA GeForce RTX 2080 TI FTW3 ULTRA HYBRID GAMING, 11G-P4-2484-KR, 11GB GDDR6, RGB LED & iCX2 Technology - 9 Thermal Sensors', 84)","EVGA GeForce RTX 2080 TI FTW3 ULTRA HYBRID GAMING, 11G-P4-2484-KR, 11GB GDDR6, RGB LED & iCX2 Technology - 9 Thermal Sensors",112,MSI,"EVGA GeForce RTX 2080 TI FTW3 ULTRA HYBRID GAMING, 11G-P4-2484-KR, 11GB GDDR6, RGB LED & iCX2 Technology - 9 Thermal Sensors",(38),"1,621.99",gpu,1621.99,929.19
Gigabyte AMD Radeon RX 6750 XT Gaming OC 12GB GDDR6,664.05,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card', 84)","GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",54,MSI,"GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",(44),907.99,gpu,907.99,243.94
Gigabyte AMD Radeon RX 6800 XT GAMING OC 16GB GDDR6,1073.98,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card', 84)","GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",54,MSI,"GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",(44),907.99,gpu,907.99,-165.99
Gigabyte AMD Radeon RX 7700 XT GAMING OC 12GB GDDR6,755.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card', 84)","GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",54,MSI,"GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",(44),907.99,gpu,907.99,152.0
Gigabyte AORUS GeForce RTX 2080 SUPER 8GB GDDR6,1052.87,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card', 100)",GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,63,GIGABYTE,GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,(3),868.99,gpu,868.99,-183.88
Gigabyte AORUS GeForce RTX 3070 MASTER 8GB GDDR6,399.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card', 86)",GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,63,GIGABYTE,GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,(3),868.99,gpu,868.99,469.0
Gigabyte AORUS GeForce RTX 3070 Ti MASTER 8GB GDDR6,888.12,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card', 83)",GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,63,GIGABYTE,GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,(3),868.99,gpu,868.99,-19.13
Gigabyte AORUS Radeon RX 6750 XT Elite 12GB GDDR6,806.7,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE AORUS Radeon RX 5700 XT 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTAORUS-8GD Video Card', 80)","GIGABYTE AORUS Radeon RX 5700 XT 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTAORUS-8GD Video Card",51,GIGABYTE,"GIGABYTE AORUS Radeon RX 5700 XT 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTAORUS-8GD Video Card",(2),"1,360.99",gpu,1360.99,554.29
Gigabyte AORUS Radeon RX 6800 XT MASTER 16GB GDDR6,1366.66,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE AORUS Radeon RX 5700 XT 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTAORUS-8GD Video Card', 80)","GIGABYTE AORUS Radeon RX 5700 XT 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTAORUS-8GD Video Card",51,GIGABYTE,"GIGABYTE AORUS Radeon RX 5700 XT 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTAORUS-8GD Video Card",(2),"1,360.99",gpu,1360.99,-5.67
Gigabyte Aorus GeForce RTX 2070 8G 8GB GDDR6,325.45,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE AORUS GeForce RTX 2070 Super 8G Graphics Card, WINDFORCE Stack, 8GB 256-Bit GDDR6, GV-N207SAORUS-8GC Video Card', 100)","GIGABYTE AORUS GeForce RTX 2070 Super 8G Graphics Card, WINDFORCE Stack, 8GB 256-Bit GDDR6, GV-N207SAORUS-8GC Video Card",92,EVGA,"GIGABYTE AORUS GeForce RTX 2070 Super 8G Graphics Card, WINDFORCE Stack, 8GB 256-Bit GDDR6, GV-N207SAORUS-8GC Video Card",(3),"1,776.99",gpu,1776.99,1451.54
Gigabyte GeForce GTX 1660 OC 6GB GDDR5,429.53,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce GTX 1660 GAMING OC 6G Graphics Card, 3 x WINDFORCE Fans, 6GB 192-Bit GDDR5, GV-N1660GAMING OC-6GD Video Card', 100)","GIGABYTE GeForce GTX 1660 GAMING OC 6G Graphics Card, 3 x WINDFORCE Fans, 6GB 192-Bit GDDR5, GV-N1660GAMING OC-6GD Video Card",37,ASUS,"GIGABYTE GeForce GTX 1660 GAMING OC 6G Graphics Card, 3 x WINDFORCE Fans, 6GB 192-Bit GDDR5, GV-N1660GAMING OC-6GD Video Card",(1),"1,587.99",gpu,1587.99,1158.46
Gigabyte GeForce GTX 1660 Ti OC 6GB,462.83,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce GTX 1660 Ti OC 6G Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N166TOC-6GD Video Card', 100)","GIGABYTE GeForce GTX 1660 Ti OC 6G Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N166TOC-6GD Video Card",25,MSI,"GIGABYTE GeForce GTX 1660 Ti OC 6G Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N166TOC-6GD Video Card",(2),"1,246.99",gpu,1246.99,784.16
Gigabyte GeForce RTX 2060 D6 6GB GDDR6,557.0,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE Geforce RTX 2060 OC GG Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N2060OC-6GD  Video Card', 96)","GIGABYTE Geforce RTX 2060 OC GG Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N2060OC-6GD  Video Card",75,GIGABYTE,"GIGABYTE Geforce RTX 2060 OC GG Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N2060OC-6GD  Video Card",(2),"2,039.99",gpu,2039.99,1482.99
Gigabyte GeForce RTX 2070 WindForce 8G 8GB GDDR6,269.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce RTX 2070 WINDFORCE 8G (Rev 3.0) Graphics Card, 2 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N2070WF2-8GD (Rev 3.0) Video Card', 100)","GIGABYTE GeForce RTX 2070 WINDFORCE 8G (Rev 3.0) Graphics Card, 2 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N2070WF2-8GD (Rev 3.0) Video Card",16,GIGABYTE,"GIGABYTE GeForce RTX 2070 WINDFORCE 8G (Rev 3.0) Graphics Card, 2 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N2070WF2-8GD (Rev 3.0) Video Card",(34),868.99,gpu,868.99,599.0
Gigabyte GeForce RTX 2080 Gaming OC 8GB GDDR6,423.0,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card', 100)","GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card",17,Sapphire Tech,"GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card",(1),"1,700.99",gpu,1700.99,1277.99
Gigabyte GeForce RTX 2080 Ti Windforce OC 11GB GDDR6,803.15,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce RTX 2080 Ti GAMING OC 11G Graphics Card, 3 x WINDFORCE Fans, 11GB 352-Bit GDDR6, GV-N208TGAMING OC-11GC Video Card', 100)","GIGABYTE GeForce RTX 2080 Ti GAMING OC 11G Graphics Card, 3 x WINDFORCE Fans, 11GB 352-Bit GDDR6, GV-N208TGAMING OC-11GC Video Card",141,EVGA,"GIGABYTE GeForce RTX 2080 Ti GAMING OC 11G Graphics Card, 3 x WINDFORCE Fans, 11GB 352-Bit GDDR6, GV-N208TGAMING OC-11GC Video Card",(7),"1,997.99",gpu,1997.99,1194.84
Gigabyte GeForce RTX 3050 WINDFORCE OC 6GB GDDR6,350.0,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE Geforce RTX 2060 OC GG Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N2060OC-6GD  Video Card', 95)","GIGABYTE Geforce RTX 2060 OC GG Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N2060OC-6GD  Video Card",75,GIGABYTE,"GIGABYTE Geforce RTX 2060 OC GG Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR6, GV-N2060OC-6GD  Video Card",(2),"2,039.99",gpu,2039.99,1689.99
Gigabyte GeForce RTX 3070 GAMING OC 8GB GDDR6,349.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card', 94)","GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card",17,Sapphire Tech,"GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card",(1),"1,700.99",gpu,1700.99,1351.0
Gigabyte GeForce RTX 3070 Ti GAMING OC 8GB GDDR6X,379.99,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card', 82)","GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card",17,Sapphire Tech,"GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card",(1),"1,700.99",gpu,1700.99,1321.0
Gigabyte GeForce RTX 3070 Ti VISION OC 8GB GDDR6,396.85,,PcComponentes,2026-04-17,tarjetas-graficas,"('GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card', 81)","GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card",17,Sapphire Tech,"GIGABYTE GeForce RTX 2080 SUPER GAMING OC WHITE 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SGAMINGOC WHITE-8GD Video Card",(1),"1,700.99",gpu,1700.99,1304.14
MSI MPG B550 GAMING PLUS ,119.9,"4,7/5",PcComponentes,2026-04-17,placas-base,"('MSI MPG X570 GAMING PLUS Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 HDMI ATX', 88)",MSI MPG X570 GAMING PLUS Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 HDMI ATX,10,ASRock,MSI MPG X570 GAMING PLUS Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 HDMI ATX,(160),544.99,motherboard,544.99,425.09
ASUS ROG STRIX Z890-E GAMING WIFI,483.9,"4,4/5",PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 92)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,613.09
ASUS TUF GAMING B850-PLUS WIFI,199.0,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 80)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1415.99
ASUS PRIME B860M-A-CSM,143.99,,PcComponentes,2026-04-17,placas-base,"('ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard', 84)",ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,60,ASRock,ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,(4),"1,001.99",motherboard,1001.99,858.0
ASUS PRIME B550M-A/CSM,83.5,,PcComponentes,2026-04-17,placas-base,"('ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard', 84)",ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,60,ASRock,ASUS PRIME B450M-A/CSM AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI Micro ATX AMD Motherboard,(4),"1,001.99",motherboard,1001.99,918.49
Gigabyte B550M K Rev. 1.0,69.9,,PcComponentes,2026-04-17,placas-base,"('GIGABYTE B450 AORUS PRO WIFI (rev. 1.0) AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI ATX AMD Motherboard', 80)",GIGABYTE B450 AORUS PRO WIFI (rev. 1.0) AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI ATX AMD Motherboard,50,ASUS,GIGABYTE B450 AORUS PRO WIFI (rev. 1.0) AM4 AMD B450 SATA 6Gb/s USB 3.1 HDMI ATX AMD Motherboard,(30),339.99,motherboard,339.99,270.09
ASUS TUF GAMING X870-PLUS WIFI,249.9,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 80)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1365.09
ASUS TUF GAMING B650E-PLUS WIFI PCIe 5.0,220.97,,PcComponentes,2026-04-17,placas-base,"('ASUS AM4 TUF Gaming X570-Plus (Wi-Fi) ATX Motherboard with PCIe 4.0, Dual M.2, 12+2 with Dr. MOS Power Stage, HDMI, DP, SATA 6Gb/s, USB 3.2 Gen 2 and Aura Sync RGB Lighting', 81)","ASUS AM4 TUF Gaming X570-Plus (Wi-Fi) ATX Motherboard with PCIe 4.0, Dual M.2, 12+2 with Dr. MOS Power Stage, HDMI, DP, SATA 6Gb/s, USB 3.2 Gen 2 and Aura Sync RGB Lighting",213,Intel,"ASUS AM4 TUF Gaming X570-Plus (Wi-Fi) ATX Motherboard with PCIe 4.0, Dual M.2, 12+2 with Dr. MOS Power Stage, HDMI, DP, SATA 6Gb/s, USB 3.2 Gen 2 and Aura Sync RGB Lighting",(43),750.99,motherboard,750.99,530.02
Asus PRIME B550M-K,80.99,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard', 80)",ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,101,MSI,ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,(1),370.99,motherboard,370.99,290.0
ASUS TUF GAMING B850-E WIFI,169.9,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 80)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,927.09
Asus TUF GAMING B550-PLUS,147.24,,PcComponentes,2026-04-17,placas-base,"('ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard', 89)",ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,58,ASUS,ASUS TUF B450M-PLUS GAMING AM4 AMD B450 SATA 6Gb/s Micro ATX AMD Motherboard,(33),"1,614.99",motherboard,1614.99,1467.75
MSI MPG B850 EDGE TI WIFI,238.95,,PcComponentes,2026-04-17,placas-base,"('MSI MPG X570 GAMING EDGE WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 HDMI ATX', 81)",MSI MPG X570 GAMING EDGE WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 HDMI ATX,9,MSI,MSI MPG X570 GAMING EDGE WIFI Gaming Motherboard AMD AM4 SATA 6Gb/s M.2 USB 3.2 Gen 2 HDMI ATX,(116),945.99,motherboard,945.99,707.04
ASUS ROG CROSSHAIR X870E HERO,569.9,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG X570 Crosshair VIII Hero ATX Motherboard with PCIe 4.0, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 88)","ASUS AMD AM4 ROG X570 Crosshair VIII Hero ATX Motherboard with PCIe 4.0, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",37,MSI,"ASUS AMD AM4 ROG X570 Crosshair VIII Hero ATX Motherboard with PCIe 4.0, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(1),427.99,motherboard,427.99,-141.91
Asus Prime A520M-K,56.99,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard', 80)",ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,101,MSI,ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,(1),370.99,motherboard,370.99,314.0
ASUS ROG STRIX X870E-E GAMING WIFI,419.9,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 90)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,677.09
Asus ROG STRIX B550-F GAMING,145.0,,PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-F Gaming ATX Motherboard with PCIe 4.0, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 90)","ASUS AMD AM4 ROG Strix X570-F Gaming ATX Motherboard with PCIe 4.0, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",46,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-F Gaming ATX Motherboard with PCIe 4.0, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(7),831.99,motherboard,831.99,686.99
ASUS ROG STRIX B850-E GAMING WIFI,339.79,"4,9/5",PcComponentes,2026-04-17,placas-base,"('ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2', 92)","ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",35,GIGABYTE,"ASUS AMD AM4 ROG Strix X570-E Gaming ATX Motherboard with PCIe 4.0, WiFi 6, 2.5Gbps LAN, Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",(226),"1,096.99",motherboard,1096.99,757.2
ASUS Prime H610M-K,73.99,,PcComponentes,2026-04-17,placas-base,"('ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard', 80)",ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,101,MSI,ASUS Prime A320M-K AMD Ryzen AM4 DDR4 HDMI VGA M.2 Micro-ATX A320 Motherboard,(1),370.99,motherboard,370.99,297.0
